범죄별(1),범죄별(2),범죄별(3),2005,2005.1,2005.2,2005.3,2005.4,2005.5,2005.6,2006,2006.1,2006.2,2006.3,2006.4,2006.5,2006.6,2007,2007.1,2007.2,2007.3,2007.4,2007.5,2007.6,2008,2008.1,2008.2,2008.3,2008.4,2008.5,2008.6,2009,2009.1,2009.2,2009.3,2009.4,2009.5,2009.6,2010,2010.1,2010.2,2010.3,2010.4,2010.5,2010.6,2011,2011.1,2011.2,2011.3,2011.4,2011.5,2011.6,2012,2012.1,2012.2,2012.3,2012.4,2012.5,2012.6,2013,2013.1,2013.2,2013.3,2013.4,2013.5,2013.6
범죄별(1),범죄별(2),범죄별(3),발생건수 (건),발생비 (%),검거건수 (건),검거율 (%),검거인원 (명),남자검거인원 (명),여자검거인원 (명),발생건수 (건),발생비 (%),검거건수 (건),검거율 (%),검거인원 (명),남자검거인원 (명),여자검거인원 (명),발생건수 (건),발생비 (%),검거건수 (건),검거율 (%),검거인원 (명),남자검거인원 (명),여자검거인원 (명),발생건수 (건),발생비 (%),검거건수 (건),검거율 (%),검거인원 (명),남자검거인원 (명),여자검거인원 (명),발생건수 (건),발생비 (%),검거건수 (건),검거율 (%),검거인원 (명),남자검거인원 (명),여자검거인원 (명),발생건수 (건),발생비 (%),검거건수 (건),검거율 (%),검거인원 (명),남자검거인원 (명),여자검거인원 (명),발생건수 (건),발생비 (%),검거건수 (건),검거율 (%),검거인원 (명),남자검거인원 (명),여자검거인원 (명),발생건수 (건),발생비 (%),검거건수 (건),검거율 (%),검거인원 (명),남자검거인원 (명),여자검거인원 (명),발생건수 (건),발생비 (%),검거건수 (건),검거율 (%),검거인원 (명),남자검거인원 (명),여자검거인원 (명)
합계,소계,소계,1893896,3882.3,1624522,85.8,1897093,1697448,199645,1829211,3733.7,1569547,85.8,1813816,1623302,190514,1965977,3987.7,1720000,87.5,2099447,1829161,270286,2189452,4419.5,1914469,87.4,2322822,2022799,300023,2168185,4356,1933566,89.2,2393844,2058020,335824,1917300,3750,1620942,84.5,1769121,1658150,110971,1902720,3750,1496334,78.6,1583841,1527747,56094,1944906,3817,1496304,76.9,1983697,1628843,354854,2006682,3921,1543930,76.9,1996629,1646783,349846
형법범,소계,소계,825840,1692.9,634244,76.8,856072,741461,114611,828021,1690.1,640296,77.3,849482,739705,109777,845311,1714.6,667959,79,958804,806643,152161,897536,1811.7,709117,79,1014392,854071,160321,993136,1995,836099,84.2,1162426,984599,177827,939171,1837,710146,75.6,820074,761964,58110,997263,1966,678817,68.1,740372,711507,28865,1038609,2039,684832,65.9,1035335,843596,191739,1057855,2067,696449,65.8,1027127,841071,186056
,재산범죄,소계,442015,906.1,285864,64.7,339896,297882,42014,455948,930.7,296368,65,341934,302490,39444,469654,952.6,318040,67.7,396292,335396,60896,503302,1015.9,340116,67.6,433116,368542,64574,561972,1129,430542,76.6,541030,460120,80910,568623,1112,374560,65.9,412713,385224,27489,605360,1193,337551,55.8,370577,354646,15931,637686,1252,330809,51.9,467497,373015,94482,671224,1311,351361,52.3,489493,392618,96875
,,절도,191114,391.8,81146,42.5,106105,95908,10197,190745,389.3,81724,42.8,107897,97348,10549,212530,431.1,102816,48.4,141223,124117,17106,223264,450.7,113656,50.9,153695,135363,18332,256680,516,177595,69.2,230836,204953,25883,268007,524,145978,54.5,162615,152908,9707,281561,555,113155,40.2,128259,122537,5722,293074,575,107540,36.7,108199,87053,21146,290841,568,119696,41.2,106608,85259,21349
,,장물,3547,7.3,3490,98.4,4091,3857,234,2432,5,2468,101.5,3111,2900,211,3050,6.2,3000,98.4,3983,3453,530,2212,4.5,2175,98.3,2957,2687,270,3381,7,3343,98.9,4383,3847,536,3206,6,3175,99,3474,3262,212,2606,5,2560,98.2,3005,2899,106,3856,8,3699,95.9,5517,4919,598,6491,13,6248,96.3,7465,6804,661
,,사기,203697,417.6,167027,82,189627,162129,27498,203346,415.1,164496,80.9,178247,154327,23920,186115,377.5,158053,84.9,188134,152001,36133,205140,414.1,167437,81.6,201690,163920,37770,224889,452,189162,84.1,235304,189439,45865,205913,403,163770,79.5,178703,164180,14523,226359,446,169990,75.1,183807,175088,8719,241275,474,164769,68.3,279334,218419,60915,274086,536,169318,61.8,297713,235466,62247
,,횡령,25412,52.1,21677,85.3,24773,22347,2426,25084,51.2,21668,86.4,23690,21466,2224,24122,48.9,21556,89.4,25437,22199,3238,26750,54,23624,88.3,36863,32806,4057,27362,55,24367,89.1,28969,24740,4229,26312,51,22219,84.4,26423,24827,1596,27882,55,21044,75.5,22432,21683,749,33044,65,23119,70,35112,28561,6551,36214,71,24626,68,37886,30738,7148
,,배임,5901,12.1,5143,87.2,7243,6402,841,5402,11,4898,90.7,6491,5791,700,5256,10.7,4751,90.4,7299,6216,1083,5135,10.4,4693,91.4,7029,5933,1096,6709,13,6187,92.2,9129,7851,1278,14619,29,13962,95.5,15207,14745,462,5401,11,4842,89.7,6733,6541,192,5176,10,4360,84.2,8897,7271,1626,5296,10,4500,85,9734,7942,1792
,,손괴,12344,25.3,7381,59.8,8057,7239,818,28939,59.1,21114,73,22498,20658,1840,38581,78.3,27864,72.2,30216,27410,2806,40801,82.4,28531,69.9,30882,27833,3049,42951,86,29888,69.6,32409,29290,3119,50566,99,25456,50.3,26291,25302,989,61551,121,25960,42.2,26341,25898,443,61261,120,27322,44.6,30438,26792,3646,58296,114,26973,46.3,30087,26409,3678
,강력범죄(흉악),소계,19941,40.9,17059,85.5,20082,19272,810,21006,42.9,19065,90.8,22110,21257,853,20922,42.4,18708,89.4,22787,21723,1064,22987,46.4,20500,89.2,25706,24270,1436,25791,52,23808,92.3,29995,28471,1524,27482,54,24304,88.4,26342,25638,704,29248,58,24633,84.2,25881,25473,408,26915,53,22514,83.6,24863,23853,1010,31642,62,28039,88.6,27580,26622,958
,,살인,1091,2.2,1035,94.9,1145,1026,119,1064,2.2,1048,98.5,1141,1029,112,1124,2.3,1077,95.8,1209,1085,124,1120,2.3,1100,98.2,1241,1104,137,1390,3,1349,97.1,1592,1407,185,1262,2,1229,97.4,1276,1210,66,1221,2,1164,95.3,1206,1182,24,1029,2,990,96.2,1098,925,173,966,2,934,96.7,1028,887,141
,,강도,5266,10.8,4063,77.2,5940,5589,351,4684,9.6,4025,85.9,5840,5481,359,4470,9.1,3746,83.8,6064,5618,446,4827,9.7,4132,85.6,7487,6649,838,6379,13,5904,92.6,9934,9113,821,4395,9,3866,88,5082,4739,343,4021,8,3409,84.8,4206,3955,251,2643,5,2293,86.8,3503,3222,281,2013,4,1878,93.3,2718,2462,256
,,방화,1827,3.7,1596,87.4,1709,1551,158,1685,3.4,1491,88.5,1540,1422,118,1694,3.4,1524,90,1709,1536,173,1946,3.9,1691,86.9,1857,1689,168,1866,4,1653,88.6,1863,1690,173,1886,4,1557,82.6,1605,1523,82,1972,4,1469,74.5,1505,1472,33,1897,4,1339,70.6,1398,1228,170,1744,3,1388,79.6,1382,1207,175
,,강간,11757,24.1,10365,88.2,11288,11106,182,13573,27.7,12501,92.1,13589,13325,264,13634,27.7,12361,90.7,13805,13484,321,15094,30.5,13577,89.9,15121,14828,293,16156,32,14902,92.2,16606,16261,345,19939,39,17652,88.5,18379,18166,213,22034,43,18591,84.4,18964,18864,100,21346,42,17892,83.8,18864,18478,386,26919,53,23839,88.6,22452,22066,386
,강력범죄(폭력),소계,279674,573.3,256654,91.8,382842,330060,52782,251190,512.7,235784,93.9,349500,300078,49422,255459,518.2,241708,94.6,394004,330967,63037,261852,528.6,248454,94.9,400497,336100,64397,269734,542,258141,95.7,409047,345229,63818,239008,468,220197,92.1,268835,249429,19406,248247,489,221514,89.2,238674,231552,7122,251379,493,229214,91.2,374354,313511,60843,235871,461,215910,91.5,344376,290044,54332
,,폭행,19463,39.9,17956,92.3,22896,19470,3426,64235,131.1,60641,94.4,77680,68407,9273,97598,198,92486,94.8,127656,109528,18128,107947,217.9,102915,95.3,142902,122273,20629,115524,232,110756,95.9,153763,131542,22221,109580,214,101541,92.7,116027,108990,7037,123304,243,111179,90.2,116407,113654,2753,128110,251,117287,91.6,166535,141363,25172,126520,247,116005,91.7,165286,140008,25278
,,상해,31238,64,29806,95.4,38169,31726,6443,79542,162.4,77495,97.4,101425,87853,13572,93178,189,89750,96.3,124945,106065,18880,86924,175.5,83841,96.5,116663,98847,17816,82686,166,80253,97.1,110962,94322,16640,70785,138,66607,94.1,75946,70986,4960,67719,133,62394,92.1,65562,63779,1783,63242,124,59728,94.4,86920,73349,13571,56653,111,53622,94.6,76993,65235,11758
,,협박,2499,5.1,2260,90.4,2511,2208,303,2920,6,2657,91,2938,2600,338,3243,6.6,3003,92.6,3450,3001,449,3778,7.6,3506,92.8,4004,3530,474,4152,8,3896,93.8,4412,3889,523,3315,6,2999,90.5,3181,3004,177,3676,7,3209,87.3,3323,3237,86,4666,9,4052,86.8,4906,4179,727,4823,9,4120,85.4,4870,4161,709
,,공갈,1967,4,1394,70.9,1714,1502,212,2876,5.9,2088,72.6,2512,2209,303,3328,6.8,2413,72.5,3020,2624,396,4449,9,3321,74.6,3902,3500,402,6554,13,5513,84.1,6615,5963,652,5233,10,3901,74.5,4381,4123,258,5353,11,3334,62.3,3537,3447,90,6882,14,4959,72.1,5756,4884,872,4456,9,2972,66.7,3483,2983,500
,,약취와유인,149,0.3,145,97.3,203,157,46,171,0.3,163,95.3,192,155,37,170,0.3,162,95.3,217,176,41,263,0.5,206,78.3,266,226,40,485,1,473,97.5,588,514,74,225,0,182,80.9,192,181,11,272,1,226,83.1,238,235,3,212,0,183,86.3,287,222,65,194,0,158,81.4,285,193,92
,,체포와감금,378,0.8,344,91,485,415,70,615,1.3,574,93.3,726,615,111,739,1.5,668,90.4,900,738,162,836,1.7,765,91.5,1027,870,157,879,2,810,92.2,1076,926,150,764,1,702,91.9,808,745,63,856,2,735,85.9,798,753,45,923,2,802,86.9,1159,928,231,970,2,867,89.4,1129,936,193
,,폭력행위등（단체등의구성．활동）,370,0.8,343,92.7,736,670,66,170,0.3,161,94.7,396,379,17,201,0.4,207,103,815,815,-,428,0.9,421,98.4,1318,1280,38,438,1,432,98.6,1182,1138,44,1705,3,1381,81,1686,1652,34,3224,6,2430,75.4,2901,2804,97,2623,5,2161,82.4,3841,3483,358,1366,3,1241,90.8,2018,1856,162
,,폭력행위등처벌에관한법률위반,223610,458.4,204406,91.4,316128,273912,42216,100661,205.5,92005,91.4,163631,137860,25771,57002,115.6,53019,93,133001,108020,24981,57227,115.5,53479,93.5,130415,105574,24841,59016,119,56008,94.9,130449,106935,23514,47401,93,42884,90.5,66614,59748,6866,43843,86,38007,86.7,45908,43643,2265,44721,88,40042,89.5,104950,85103,19847,40889,80,36925,90.3,90312,74672,15640
,위조범죄,소계,24012,49.2,20067,83.6,25724,21223,4501,28751,58.7,22815,79.4,27448,23215,4233,25170,51.1,19679,78.2,27408,21282,6126,28022,56.6,22913,81.8,30651,22661,7990,27789,56,21765,78.3,28247,22061,6186,23792,47,16486,69.3,19011,16816,2195,25850,51,15269,59.1,17247,16011,1236,25895,51,14446,55.8,23811,17204,6607,21681,42,14068,64.9,24713,18068,6645
,,통화,1448,3,87,6,107,94,13,3047,6.2,106,3.5,117,115,2,3616,7.3,185,5.1,296,272,24,3646,7.4,182,5,245,214,31,4392,9,184,4.2,232,220,12,5440,11,162,3,175,169,6,7902,16,150,1.9,160,158,2,8321,16,269,3.2,183,163,20,3907,8,214,5.5,446,420,26
,,유가증권·인지·우표,2041,4.2,1517,74.3,1852,1729,123,2621,5.3,1652,63,1958,1833,125,1737,3.5,1197,68.9,1643,1523,120,1413,2.9,1019,72.1,1290,1173,117,1395,3,1065,76.3,1414,1229,185,936,2,647,69.1,723,690,33,886,2,538,60.7,620,594,26,562,1,402,71.5,754,665,89,499,1,344,68.9,657,567,90
,,문서,19847,40.7,17819,89.8,23061,18764,4297,22472,45.9,20490,91.2,24789,20743,4046,19210,39,17740,92.3,24834,18925,5909,22157,44.7,20959,94.6,28238,20484,7754,19695,40,18241,92.6,24227,18320,5907,16971,33,15278,90,17666,15569,2097,16653,33,14227,85.4,16095,14918,1177,16556,32,13389,80.9,22462,16042,6420,16900,33,13197,78.1,23158,16713,6445
,,인장,676,1.4,644,95.3,704,636,68,611,1.2,567,92.8,584,524,60,607,1.2,557,91.8,635,562,73,806,1.6,753,93.4,878,790,88,2307,5,2275,98.6,2374,2292,82,445,1,399,89.7,447,388,59,409,1,354,86.6,372,341,31,456,1,386,84.6,412,334,78,375,1,313,83.5,452,368,84
,공무원범죄,소계,1662,3.4,1457,87.7,2944,2796,148,1534,3.1,1337,87.2,2528,2400,128,1587,3.2,1403,88.4,3461,3299,162,1492,3,1320,88.5,2691,2539,152,1664,3,1462,87.9,3186,2999,187,2009,4,1751,87.2,3134,2956,178,2468,5,2025,82.1,2699,2623,76,2865,6,2151,75.1,3394,3084,310,2466,5,1638,66.4,3207,2947,260
,,직무유기,459,0.9,359,78.2,674,648,26,544,1.1,414,76.1,656,631,25,574,1.2,485,84.5,1317,1263,54,492,1,406,82.5,790,741,49,556,1,455,81.8,822,756,66,552,1,401,72.6,618,572,46,692,1,467,67.5,574,552,22,920,2,561,61,977,831,146,962,2,528,54.9,964,842,122
,,직권남용,447,0.9,340,76.1,711,686,25,411,0.8,352,85.6,622,607,15,472,1,406,86,1113,1073,40,406,0.8,352,86.7,658,637,21,416,1,335,80.5,618,594,24,382,1,282,73.8,456,448,8,545,1,387,71,476,460,16,713,1,448,62.8,650,605,45,764,1,439,57.5,774,721,53
,,수뢰,488,1,478,98,1037,965,72,367,0.7,368,100.3,891,828,63,368,0.7,351,95.4,742,702,40,405,0.8,391,96.5,963,904,59,464,1,444,95.7,1231,1158,73,798,2,790,99,1601,1500,101,848,2,813,95.9,1148,1122,26,859,2,799,93,1139,1064,75,549,1,499,90.9,1013,968,45
,,증뢰,268,0.5,280,104.5,522,497,25,212,0.4,203,95.8,359,334,25,173,0.4,161,93.1,289,261,28,189,0.4,171,90.5,280,257,23,228,0,228,100,515,491,24,277,1,278,100.4,459,436,23,383,1,358,93.5,501,489,12,373,1,343,92,628,584,44,191,0,172,90.1,456,416,40
,풍속범죄,소계,12173,25,11512,94.6,31593,24791,6802,19299,39.4,18683,96.8,48934,41105,7829,14168,28.7,13762,97.1,41557,32810,8747,14796,29.9,14270,96.4,41760,33410,8350,35175,71,33097,94.1,62993,52541,10452,15963,31,15275,95.7,24989,22121,2868,15193,30,14377,94.6,17765,16502,1263,11523,23,10851,94.2,38014,29928,8086,10030,20,9348,93.2,32900,26393,6507
,,간통,3686,7.6,3315,89.9,4595,3113,1482,3324,6.8,3029,91.1,4052,2765,1287,3081,6.2,2823,91.6,4810,2648,2162,2298,4.6,2116,92.1,3721,1992,1729,2304,5,2123,92.1,3726,1989,1737,1698,3,1538,90.6,1987,1509,478,1698,3,1488,87.6,1699,1480,219,1827,4,1600,87.6,3607,1799,1808,1564,3,1367,87.4,3217,1582,1635
,,혼인빙자간음,755,1.5,627,83,637,631,6,762,1.6,631,82.8,609,605,4,613,1.2,532,86.8,554,540,14,524,1.1,419,80,434,426,8,452,1,393,86.9,408,399,9,23,0,19,82.6,19,19,-,8,0,5,62.5,5,5,-,12,0,13,108.3,11,10,1,3,0,4,133.3,8,8,-
,,도박과복표,7276,14.9,7137,98.1,25723,20481,5242,14691,30,14535,98.9,43631,37140,6491,9773,19.8,9743,99.7,35334,28835,6499,11177,22.6,11004,98.5,36735,30175,6560,31600,63,29829,94.4,57942,49302,8640,13275,26,12869,96.9,22073,19717,2356,12370,24,11925,96.4,15081,14048,1033,7956,16,7791,97.9,32694,26559,6135,6637,13,6526,98.3,27996,23238,4758
,,신앙,245,0.5,227,92.7,420,351,69,255,0.5,230,90.2,382,337,45,302,0.6,272,90.1,453,391,62,214,0.4,184,86,296,259,37,243,0,202,83.1,351,295,56,234,0,190,81.2,247,219,28,233,0,193,82.8,208,200,8,259,1,213,82.2,440,344,96,273,1,226,82.8,450,356,94
,,기타음란행위,211,0.4,206,97.6,218,215,3,267,0.5,258,96.6,260,258,2,399,0.8,392,98.2,406,396,10,583,1.2,547,93.8,574,558,16,576,1,550,95.5,566,556,10,733,1,659,89.9,663,657,6,884,2,766,86.7,772,769,3,1469,3,1234,84,1262,1216,46,1553,3,1225,78.9,1229,1209,20
,과실범죄,소계,6253,12.8,4700,75.2,5478,4962,516,6112,12.5,4862,79.5,5507,4937,570,5775,11.7,4768,82.6,5861,5219,642,5752,11.6,4861,84.5,5855,5122,733,5900,12,5132,87,6300,5482,818,6289,12,5089,80.9,5554,5236,318,7131,14,5421,76,5709,5516,193,7229,14,5907,81.7,7868,6576,1292,7114,14,5937,83.5,7935,6567,1368
,,과실치사상,1070,2.2,993,92.8,1055,911,144,1114,2.3,1060,95.2,1115,944,171,1135,2.3,1075,94.7,1174,989,185,1221,2.5,1147,93.9,1246,1006,240,1296,3,1230,94.9,1331,1061,270,1409,3,1277,90.6,1317,1210,107,1553,3,1363,87.8,1397,1337,60,1713,3,1532,89.4,1801,1344,457,1672,3,1463,87.5,1704,1261,443
,,업무상과실치사상,2683,5.5,2564,95.6,3200,3013,187,2835,5.8,2757,97.2,3325,3085,240,2732,5.5,2646,96.9,3522,3260,262,2629,5.3,2587,98.4,3375,3099,276,2715,5,2656,97.8,3623,3288,335,2808,5,2733,97.3,3113,2975,138,2882,6,2720,94.4,2953,2865,88,3079,6,3000,97.4,4537,3998,539,3176,6,3076,96.9,4662,4067,595
,,실화,2500,5.1,1143,45.7,1223,1038,185,2163,4.4,1045,48.3,1067,908,159,1908,3.9,1047,54.9,1165,970,195,1902,3.8,1127,59.3,1234,1017,217,1889,4,1246,66,1346,1133,213,2072,4,1079,52.1,1124,1051,73,2696,5,1338,49.6,1359,1314,45,2437,5,1375,56.4,1530,1234,296,2266,4,1398,61.7,1569,1239,330
,기타형법범죄,소계,40110,82.2,36931,92.1,47513,40475,7038,44181,90.2,41382,93.7,51521,44223,7298,52576,106.6,49891,94.9,67434,55947,11487,59333,119.8,56683,95.5,74116,61427,12689,65111,131,62152,95.5,81628,67696,13932,56005,110,52484,93.7,59496,54544,4952,63766,126,58027,91,61820,59184,2636,75117,147,68940,91.8,95534,76425,19109,77827,152,70148,90.1,96923,77812,19111
,,명예,7940,16.3,7058,88.9,8941,6968,1973,8032,16.4,7292,90.8,8879,7023,1856,8795,17.8,8086,91.9,11146,8105,3041,11091,22.4,10297,92.8,13605,9957,3648,12954,26,12093,93.4,15055,11463,3592,12372,24,11454,92.6,12794,11392,1402,15351,30,13896,90.5,14625,13971,654,19129,38,17281,90.3,23894,17900,5994,20717,40,18221,88,25338,19108,6230
,,권리행사방해,3363,6.9,2895,86.1,3703,3071,632,3676,7.5,3179,86.5,3779,3156,623,3450,7,3060,88.7,4146,3244,902,3163,6.4,2846,90,3877,2988,889,3579,7,3148,88,4280,3319,961,3180,6,2712,85.3,3162,2788,374,3170,6,2690,84.9,2968,2783,185,3343,7,2822,84.4,5554,3991,1563,4404,9,3528,80.1,6899,5073,1826
,,신용업무경매,7677,15.7,7278,94.8,11471,10029,1442,9445,19.3,9111,96.5,13368,11481,1887,12545,25.4,12206,97.3,19314,16152,3162,14447,29.2,14094,97.6,20851,17772,3079,16313,32,15918,97.6,23500,20230,3270,13611,27,13241,97.3,15901,14796,1105,15325,30,14621,95.4,15877,15431,446,19566,38,18891,96.6,27389,22941,4448,18970,37,18286,96.4,26580,22435,4145
,,주거침입,2178,4.5,1966,90.3,2356,1935,421,3996,8.2,3661,91.6,4110,3554,556,4863,9.9,4567,93.9,5421,4535,886,5634,11.4,5232,92.9,5996,5063,933,5829,12,5415,92.9,6595,5579,1016,5563,11,4879,87.7,5235,4888,347,6467,13,5323,82.3,5538,5363,175,7774,15,6252,80.4,7370,6048,1322,8405,16,6510,77.5,8063,6532,1531
,,비밀침해,29,0.1,24,82.8,28,19,9,35,0.1,31,88.6,40,35,5,23,0,19,82.6,26,21,5,32,0.1,30,93.8,33,23,10,42,0,35,83.3,37,30,7,37,0,28,75.7,32,31,1,54,0,43,79.6,43,43,-,45,0,36,80,55,43,12,45,0,35,77.8,47,31,16
,,유기,208,0.4,108,51.9,131,64,67,153,0.3,82,53.6,97,51,46,161,0.3,104,64.6,126,56,70,152,0.3,104,68.4,126,61,65,117,0,88,75.2,118,56,62,132,0,82,62.1,101,77,24,202,0,114,56.4,120,100,20,230,0,128,55.7,171,68,103,301,1,127,42.2,186,52,134
,,낙태,25,0.1,23,92,33,21,12,26,0.1,23,88.5,36,25,11,18,0,16,88.9,27,13,14,30,0.1,30,100,65,29,36,28,0,26,92.9,38,17,21,53,0,49,92.5,62,43,19,35,0,34,97.1,42,36,6,38,0,39,102.6,77,33,44,33,0,30,90.9,65,22,43
,,아편,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,1,0,1,100,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,교통방해,861,1.8,841,97.7,1020,961,59,848,1.7,848,100,1141,1097,44,987,2,977,99,1342,1237,105,1140,2.3,1104,96.8,1448,1313,135,1370,3,1342,98,2171,1997,174,1096,2,1058,96.5,1187,1138,49,1325,3,1250,94.3,1334,1303,31,1560,3,1453,93.1,2002,1719,283,1596,3,1565,98.1,2102,1759,343
,,공무방해,10411,21.3,10029,96.3,11752,10940,812,11082,22.6,10876,98.1,12839,11918,921,14809,30,14606,98.6,18135,16677,1458,16632,33.6,16455,98.9,19909,17982,1927,17378,35,17294,99.5,21195,18486,2709,13508,26,13311,98.5,14639,13920,719,13436,26,12972,96.5,13296,13077,219,14505,28,14275,98.4,17386,15277,2109,14284,28,13992,98,16653,14799,1854
,,도주와범인은닉,306,0.6,298,97.4,367,313,54,376,0.8,361,96,512,456,56,498,1,487,97.8,666,580,86,596,1.2,575,96.5,879,789,90,687,1,681,99.1,998,889,109,328,1,311,94.8,393,359,34,609,1,514,84.4,808,725,83,676,1,616,91.1,1261,1016,245,463,1,430,92.9,1113,872,241
,,위증과증거인멸,3071,6.3,2730,88.9,3224,2646,578,2850,5.8,2600,91.2,2927,2467,460,3065,6.2,2761,90.1,3394,2630,764,2968,6,2758,92.9,3449,2644,805,3181,6,2835,89.1,3517,2720,797,2740,5,2412,88,2720,2383,337,3343,7,2826,84.5,3198,2898,300,3506,7,3059,87.3,4564,3416,1148,4163,8,3747,90,4255,3232,1023
